,Index,Pred,Class
84,84,0.0008555101188431589,0
85,85,0.0012326514475655848,0
86,86,0.0005263731736551954,0
87,87,0.0007179138953665111,0
88,88,0.000525757066784317,0
89,89,0.0005338539693990546,0
90,90,0.0007561413520820349,0
91,91,0.0005283165985610937,0
92,92,0.0005263808359427187,0
93,93,0.0005330095353055722,0
94,94,0.0005270631813885682,0
95,95,0.0005848357876026893,0
96,96,0.0005281584136308043,0
97,97,0.0005411143060822118,0
98,98,0.0005547792765469146,0
99,99,0.0005259729626732348,0
100,100,0.0005259574826234991,0
101,101,0.0005418820707687915,0
102,102,0.0005952188517774893,0
103,103,0.0006081871933103348,0
104,104,0.0006802807350442193,0
105,105,0.0005296694420327835,0
106,106,0.0006306303170555365,0
107,107,0.0005940393733949759,0
108,108,0.0005266624460888003,0
109,109,0.0005512401053220853,0
110,110,0.0005255708734781993,0
111,111,0.0006552000044874144,0
112,112,0.0005269495140143066,0
113,113,0.0005263566812531686,0
114,114,0.0005267446384944488,0
115,115,0.0005263518834167587,0
116,116,0.0005498539595783572,0
117,117,0.0005258353841046687,0
118,118,0.0006418312000065162,0
119,119,0.0005273469187870575,0
120,120,0.000600737293421863,0
121,121,0.0005368578679478891,0
122,122,0.0005262403880915358,0
123,123,0.0005409525987441482,0
124,124,0.0005612571874549268,0
125,125,0.0005383514307081683,0
126,126,0.0005788778634390497,0
127,127,0.0005683920812091652,0
128,128,0.0005298718869295569,0
129,129,0.0005263731736551954,0
130,130,0.0005256568573646504,0
131,131,0.0005638378846018011,0
132,132,0.000526349853888843,0
133,133,0.0005266644579142386,0
134,134,0.0005292771651894098,0
135,135,0.0005284045303850463,0
136,136,0.0005927529527709306,0
137,137,0.0005257368521033173,0
138,138,0.0006264109382834359,0
139,139,0.0005818506407178594,0
140,140,0.0005272837271482073,0
141,141,0.0005269613374792642,0
142,142,0.0017477206264800793,0
143,143,0.0005512783448862402,0
144,144,0.000528743350362105,0
145,145,0.00054825087204878,0
146,146,0.0005373188296497186,0
147,147,0.000584864456412994,0
148,148,0.0005263858624137976,0
149,149,0.0005263644964962826,0
150,150,0.0005265530726162024,0
151,151,0.0006154929444436307,0
152,152,0.0006073430908088547,0
153,153,0.0005263369632589109,0
154,154,0.0005255401601034852,0
155,155,0.0005263699149195855,0
156,156,0.0005264180540347075,0
157,157,0.0005262218647418837,0
158,158,0.0007092853551369615,0
159,159,0.0005265865103273936,0
160,160,0.0005282421141500033,0
161,161,0.000535068797478232,0
162,162,0.0005280662523443438,0
163,163,0.0005306333722943007,0
164,164,0.0005259765865569205,0
165,165,0.0005270177662794447,0
166,166,0.0005291699909195129,0
167,167,0.0005363909665817348,0
168,168,0.0005297257245863258,0
169,169,0.0005327907623361953,0
170,170,0.0005259531485362078,0
171,171,0.0005264574139940026,0
172,172,0.0005304784657951117,0
173,173,0.0005258021677207013,0
174,174,0.0005257807247871252,0
175,175,0.0005767313691533178,0
176,176,0.0021809047185156675,0
177,177,0.0005266886496872913,0
178,178,0.0006783015575279132,0
179,179,0.0005350891939406598,0
180,180,0.0005277225406472753,0
181,181,0.0005266256320055962,0
182,182,0.0005272312100678137,0
183,183,0.000617745500778584,0
184,184,0.0005272312100678137,0
185,185,0.0005259145696813575,0
186,186,0.000525895445537458,0
187,187,0.0013727515543511856,0
188,188,0.0005469044003566946,0
189,189,0.0005263948339181812,0
190,190,0.0006097963845400671,0
191,191,0.0005265764630753059,0
192,192,0.0005311865520777506,0
193,193,0.0005296126248101316,0
194,194,0.0005263252859596257,0
195,195,0.0005263369632589109,0
196,196,0.0005263595730143831,0
197,197,0.0005258503613630115,0
198,198,0.0005365571865573166,0
199,199,0.0005277260724520701,0
200,200,0.0005293829433207524,0
201,201,0.00052647390060566,0
202,202,0.0007812887840184352,0
203,203,0.0007379278600502107,0
204,204,0.0005864189149184557,0
205,205,0.0005257629746169294,0
206,206,0.0006363888243016866,0
207,207,0.000550144609556249,0
208,208,0.0005263731736551954,0
209,209,0.0023297953382096313,0
210,210,0.0005456869110934995,0
211,211,0.0005482958936609136,0
212,212,0.0005798654851731342,0
213,213,0.0005263599378967274,0
214,214,0.0005257939739703896,0
215,215,0.0005266235577587215,0
216,216,0.0005257219974369635,0
217,217,0.0006669824830437359,0
218,218,0.0006769638566591277,0
219,219,0.0005263601209566638,0
220,220,0.0005901270737146635,0
221,221,0.0005394676501276292,0
222,222,0.0005312494131838587,0
223,223,0.0006463098838722128,0
224,224,0.0005372866787894621,0
225,225,0.0005340788010599134,0
226,226,0.0005263369632589109,0
227,227,0.0006383692775116382,0
228,228,0.0005257368521033173,0
229,229,0.0005362976474960313,0
230,230,0.0005785634172584808,0
231,231,0.0013039460722159954,0
232,232,0.0005294086986242326,0
233,233,0.000586734581597285,0
234,234,0.0005361942624016474,0
235,235,0.0005326460683055072,0
236,236,0.0005422056208365195,0
237,237,0.0005891487973741489,0
238,238,0.0005260704272023578,0
239,239,0.0005482938855973797,0
240,240,0.0005263599378967274,0
241,241,0.0005272607286064381,0
242,242,0.0005263602684282424,0
243,243,0.0005264230858256742,0
244,244,0.001090224258019623,0
245,245,0.0005263929905349764,0
246,246,0.0005792620416434862,0
247,247,0.0007529519481163895,0
248,248,0.0005259531485362078,0
249,249,0.000544629854081979,0
250,250,0.0005495116559355045,0
251,251,0.0005384686375221934,0
252,252,0.0005570847300049722,0
253,253,0.000528898882991054,0
254,254,0.0005354744091024241,0
255,255,0.0005292407265619345,0
256,256,0.000527397778095235,0
257,257,0.0005346390099912115,0
258,258,0.0005268202172565948,0
259,259,0.0005262183518302157,0
260,260,0.000549355946942665,0
261,261,0.0005616150759303082,0
262,262,0.0007350027748833593,0
263,263,0.0005361388294973454,0
264,264,0.0007599607167758154,0
265,265,0.0005267556222315343,0
266,266,0.0005263728734129788,0
267,267,0.0005268805494226527,0
268,268,0.0005263940851259831,0
269,269,0.0005263470409547044,0
270,270,0.000561660641761514,0
271,271,0.0005261519410108222,0
272,272,0.0005321750483978091,0
273,273,0.0005327493969411039,0
274,274,0.0006590664017596639,0
275,275,0.0005257730624996018,0
276,276,0.0005306866589030642,0
277,277,0.0005266822015667018,0
278,278,0.0005264886620806808,0
279,279,0.0005262783591532212,0
280,280,0.0005293489190796044,0
281,281,0.0005283733411799967,0
282,282,0.0005263808359427187,0
283,283,0.0005263731736551954,0
284,284,0.0005285288585873535,0
285,285,0.0005267527991178583,0
286,286,0.000526486748907777,0
287,287,0.0005263731736551954,0
288,288,0.0005390350985269682,0
289,289,0.0005409860224972955,0
290,290,0.0005317649613783039,0
291,291,0.0005275986216223379,0
292,292,0.000526374587674139,0
293,293,0.0005263407710461479,0
294,294,0.0006941632236574658,0
295,295,0.0005258334588984371,0
296,296,0.0005343272851327706,0
297,297,0.0005703097444264032,0
298,298,0.0005409150076652045,0
299,299,0.0005290670860329125,0
300,300,0.000527086495610128,0
301,301,0.0005259634593657457,0
302,302,0.0005271779190290348,0
303,303,0.0005294858384353413,0
304,304,0.0005707836468602966,0
305,305,0.0005263407618749857,0
306,306,0.0005272715672099469,0
307,307,0.0023018014175758147,0
308,308,0.000526759215881518,0
309,309,0.0005261054511554136,0
310,310,0.0005275774809023894,0
311,311,0.0005420816256492712,0
312,312,0.0005265578610639021,0
313,313,0.0005270747317375671,0
314,314,0.0005662505846023102,0
315,315,0.0005510475519649976,0
316,316,0.0005255900564105679,0
317,317,0.0005263602684282424,0
318,318,0.0005263455465576177,0
319,319,0.0006449519444594124,0
320,320,0.0005272517538638049,0
321,321,0.0005291439699235195,0
322,322,0.0005298836336656659,0
323,323,0.0005270074919114897,0
324,324,0.0005269031147491584,0
325,325,0.0005714053070557599,0
326,326,0.0005286380968381256,0
327,327,0.0005292059615505083,0
328,328,0.0005257565700975751,0
329,329,0.0005310319015236964,0
330,330,0.000655044624999737,0
331,331,0.0007530397767631284,0
332,332,0.000581702147559047,0
333,333,0.0005257598267411339,0
334,334,0.0005263832584286871,0
335,335,0.0006798170153483447,0
336,336,0.0005375509234542177,0
337,337,0.0005335115577322677,0
338,338,0.0005262862533675558,0
339,339,0.0005255513514043214,0
340,340,0.0006121249365186344,0
341,341,0.0005483040147241491,0
342,342,0.0005304005806242092,0
343,343,0.0005724058159833925,0
344,344,0.0005663837883946007,0
345,345,0.0005608903183255308,0
346,346,0.0005606227861907449,0
347,347,0.000528898882991054,0
348,348,0.0005286380968381256,0
349,349,0.0005293489190796044,0
350,350,0.0005270200522396126,0
351,351,0.0005292450991360861,0
352,352,0.0005454881049978891,0
353,353,0.0005286380968381256,0
354,354,0.0005264119767352822,0
355,355,0.0005698765430622007,0
356,356,0.0005282102638376001,0
357,357,0.0005282102638376001,0
358,358,0.0005282102638376001,0
359,359,0.0005275484237112513,0
360,360,0.0005282102638376001,0
361,361,0.0005282102638376001,0
362,362,0.0005282102638376001,0
363,363,0.0005263194818390802,0
364,364,0.000642649384312092,0
365,365,0.0006000748130189178,0
366,366,0.000526734487999095,0
367,367,0.0005286708150388987,0
368,368,0.0005375047142147816,0
369,369,0.0007357882739360809,0
370,370,0.0005290500717704048,0
371,371,0.0005290500717704048,0
372,372,0.0005319245048992572,0
373,373,0.0005290500717704048,0
374,374,0.0005255718140286078,0
375,375,0.0005317211338774154,0
376,376,0.0005510653930517787,0
377,377,0.0005286708150388987,0
378,378,0.0005311701110751742,0
379,379,0.0005693713745186542,0
380,380,0.0005402288698359708,0
381,381,0.000527194238970089,0
382,382,0.0005403879180490114,0
383,383,0.0005292862521058798,0
384,384,0.0005269717114137755,0
385,385,0.0005255932883431722,0
386,386,0.0005263731736551954,0
387,387,0.0005272227323800278,0
388,388,0.0005300689004369586,0
389,389,0.0005265492058237225,0
390,390,0.0005411356449401113,0
391,391,0.0005436645512301431,0
392,392,0.0006338360140587463,0
393,393,0.0005496509088811727,0
394,394,0.000595556224663202,0
395,395,0.0005284194952132346,0
396,396,0.0008036263213663447,0
397,397,0.0005270323998147621,0
398,398,0.0005343089842569646,0
399,399,0.0005263599378967274,0
400,400,0.0005642956391124272,0
401,401,0.0005401458329943115,0
402,402,0.0005271388098427078,0
403,403,0.001003369664889122,0
404,404,0.0005279105861123236,0
405,405,0.0005293782688864452,0
406,406,0.000528730113618691,0
407,407,0.0005263731736551954,0
408,408,0.0005263599378967274,0
409,409,0.0005791469298452477,0
410,410,0.0005266568174047598,0
411,411,0.0005341165638546998,0
412,412,0.000527071401071992,0
413,413,0.000525815036498021,0
414,414,0.0005265827851007856,0
415,415,0.0005274363785330648,0
416,416,0.0005266328698135665,0
417,417,0.000530492570707416,0
418,418,0.0005339930811393172,0
419,419,0.0006254307893683247,0
420,420,0.0005352512465903547,0
421,421,0.0005284191537879846,0
422,422,0.0005558698105012802,0
423,423,0.0005337735723483432,0
424,424,0.0005444577744938263,0
425,425,0.000527421237784523,0
426,426,0.0005992882483010788,0
427,427,0.000535073421486749,0
428,428,0.0005330294967089575,0
429,429,0.0005392675028957184,0
430,430,0.0005621045754145601,0
431,431,0.0005507582121250659,0
432,432,0.0005263808359427187,0
433,433,0.0005314585911296983,0
434,434,0.0005315196974381077,0
435,435,0.0005648821556942038,0
436,436,0.0005283522051363203,0
437,437,0.0005352730679160872,0
438,438,0.0005339077527347281,0
439,439,0.0006144137637944909,0
440,440,0.000527479341058162,0
441,441,0.0005599218218434591,0
442,442,0.0005301720759893692,0
443,443,0.0005301131250850455,0
444,444,0.0005280192706008709,0
445,445,0.0005301720759893692,0
446,446,0.0005614004643053803,0
447,447,0.0005495110128114774,0
448,448,0.0005418049845861215,0
449,449,0.0005520530086319914,0
450,450,0.0005304529633712044,0
451,451,0.0005290574363181567,0
452,452,0.0005301720759893692,0
453,453,0.0005465713196425358,0
454,454,0.0005364066116847338,0
455,455,0.0005377408819178935,0
456,456,0.000533197211111578,0
457,457,0.0005301720759893692,0
458,458,0.0005560471532037383,0
459,459,0.0005301720759893692,0
460,460,0.000527479341058162,0
461,461,0.0005466656318826898,0
462,462,0.0005734611430830087,0
463,463,0.000547043226745777,0
464,464,0.0005295958939033666,0
465,465,0.0005301720759893692,0
466,466,0.0005330486278315591,0
467,467,0.0005301720759893692,0
468,468,0.0005301720759893692,0
469,469,0.0005301720759893692,0
470,470,0.0005301720759893692,0
471,471,0.0005297154045283491,0
472,472,0.0005462797942440733,0
473,473,0.0005330977267958772,0
474,474,0.0005426663931261371,0
475,475,0.0005630899411914371,0
476,476,0.0013005866462396038,0
477,477,0.0005301242724050155,0
478,478,0.0005345582917979415,0
479,479,0.0008613074330098378,0
480,480,0.000618919652760094,0
481,481,0.000526062103916579,0
482,482,0.0006440920218116618,0
483,483,0.0005351102992311283,0
484,484,0.002780099614223693,0
485,485,0.0005392431312392721,0
486,486,0.000554493216239109,0
487,487,0.0005493472117531267,0
488,488,0.0006652750264858288,0
489,489,0.000542876601562766,0
490,490,0.0005445963212521271,0
491,491,0.0008897845059039078,0
492,492,0.0005591176874955083,0
493,493,0.0005461573434916506,0
494,494,0.0008400210679401423,0
495,495,0.0005582560962001913,0
496,496,0.0006921819643820298,0
497,497,0.0005297632638765112,0
498,498,0.0005268760690920404,0
499,499,0.0005273735605308141,0
500,500,0.0007590509587973979,0
501,501,0.0005293634374382106,0
502,502,0.000527849987263477,0
503,503,0.0007683556885696857,0
504,504,0.0005412746791214734,0
505,505,0.0005277353106253645,0
506,506,0.0005317121254860053,0
507,507,0.0006716219904961669,0
508,508,0.0006370568249899928,0
509,509,0.0006133895927519233,0
510,510,0.0006686567946461131,0
511,511,0.0006032293211658108,0
512,512,0.000769820728030037,0
513,513,0.0009957603091689863,0
514,514,0.0005420025338524302,0
515,515,0.0005670949801329486,0
516,516,0.0005668624353494945,0
517,517,0.0005331457292028076,0
518,518,0.0023981691045053717,0
519,519,0.0005293875302917626,0
520,520,0.0005338839251018703,0
521,521,0.0005279124317964733,0
522,522,0.0006330461053050694,0
523,523,0.0006197939354295893,0
524,524,0.0005310085362409467,0
525,525,0.0005272158907873789,0
526,526,0.0006596337197305913,0
527,527,0.0005362522218111111,0
528,528,0.0005318100449266663,0
529,529,0.0005264941699632007,0
530,530,0.0005402752016274675,0
531,531,0.0005680131508390625,0
532,532,0.0005309054382082474,0
533,533,0.0005281141804666727,0
534,534,0.0006188324754431421,0
535,535,0.000537619704486065,0
536,536,0.0005341077747693468,0
537,537,0.0005367240161303827,0
538,538,0.0005460206203027071,0
539,539,0.0005293470071851149,0
540,540,0.0006507106121190775,0
541,541,0.0005326962829420131,0
542,542,0.0005268937548320819,0
543,543,0.0005481086464427417,0
544,544,0.0005274636622640477,0
545,545,0.0005279942719574072,0
546,546,0.0005343237686832029,0
547,547,0.0005498009993423023,0
548,548,0.0010119714177168723,0
549,549,0.0006185682767618889,0
550,550,0.0005323057739470677,0
551,551,0.0005393856773444237,0
552,552,0.0005431289275937456,0
553,553,0.0005274003748853885,0
554,554,0.0005847714537944754,0
555,555,0.0006198203360188259,0
556,556,0.0005365879687701702,0
557,557,0.0005266384074431282,0
558,558,0.0005328216354395286,0
559,559,0.0005895266492685876,0
560,560,0.012703156337921444,0
561,561,0.0006227316914322261,0
562,562,0.0006688781330730357,0
563,563,0.0005279560536100596,0
564,564,0.0005285961730074757,0
565,565,0.0005309736618269328,0
566,566,0.000540045418734783,0
567,567,0.0016625902740337165,0
568,568,0.0005593904285200561,0
569,569,0.0005516611123484782,0
570,570,0.0005573960087345996,0
571,571,0.0005477434181330317,0
572,572,0.0005346346961623048,0
573,573,0.0005348830064207127,0
574,574,0.0005335758696390955,0
575,575,0.0006074655015730223,0
576,576,0.0005762215537233709,0
577,577,0.0005438519160127899,0
578,578,0.0005445613313857864,0
579,579,0.0005362825698279211,0
580,580,0.0005300211269155152,0
581,581,0.0005487251015374782,0
582,582,0.0005734987932999741,0
583,583,0.0005320971862424413,0
584,584,0.0005333350592999048,0
585,585,0.0005551262330378184,0
586,586,0.0005281857100184669,0
587,587,0.0006277125074888008,0
588,588,0.0005410868772618915,0
589,589,0.0006043501596151921,0
590,590,0.0018198892686266729,0
591,591,0.0005296162900623819,0
592,592,0.0005453513326897522,0
593,593,0.0005780842333944031,0
594,594,0.0005498295068361997,0
595,595,0.0005369498752086701,0
596,596,0.0005271984401527684,0
597,597,0.0005509512642429969,0
598,598,0.0006666323321662305,0
599,599,0.0005307388533837179,0
600,600,0.0005327094441427946,0
601,601,0.0005386790278488735,0
602,602,0.001569739586981656,0
603,603,0.0005384533407386083,0
604,604,0.0005544212401889705,0
605,605,0.0005376548743706384,0
606,606,0.0005285641404270788,0
607,607,0.0005951688524853433,0
608,608,0.0005376439573471759,0
609,609,0.0005442303025209206,0
610,610,0.0005271639405485829,0
611,611,0.0005277000121801216,0
612,612,0.000612404190705699,0
613,613,0.0007900286881256235,0
614,614,0.0005264067867545675,0
615,615,0.0005488596929523425,0
616,616,0.0009795698528055569,0
617,617,0.0006590836339153078,0
618,618,0.0005575156671375729,0
619,619,0.0008396123534304999,0
620,620,0.0018855115728060308,0
621,621,0.0006401462867636126,0
622,622,0.0011373355803366585,0
623,623,0.0005417993397089898,0
624,624,0.000538109945817299,0
625,625,0.0005445573251371869,0
626,626,0.0005458277585427713,0
627,627,0.0005267624468134305,0
628,628,0.000542426786418818,0
629,629,0.0005509096653774956,0
630,630,0.0007146197623693267,0
631,631,0.000530533522017631,0
632,632,0.0005345910396456853,0
633,633,0.0005442122172706501,0
634,634,0.0005377882696002306,0
635,635,0.0008526037887264718,0
636,636,0.0006782527288911591,0
637,637,0.0008346123463407286,0
638,638,0.0005911684263008583,0
639,639,0.0005722094081699379,0
640,640,0.000639049430384242,0
641,641,0.0005790019011009693,0
642,642,0.0005351848301331669,0
643,643,0.0005495948686702518,0
644,644,0.0005995545745138051,0
645,645,0.0005423201279272804,0
646,646,0.0005283742071006256,0
647,647,0.0006302722164683291,0
648,648,0.0005336073075765664,0
649,649,0.0006287318923508045,0
650,650,0.0005259574826234991,0
651,651,0.0006032849925336299,0
652,652,0.0005271095338543712,0
653,653,0.0005295621526364593,0
654,654,0.0005412881947528393,0
655,655,0.0005271812959406834,0
656,656,0.0005283063621968928,0
657,657,0.0005485113349691533,0
658,658,0.0005415181670184598,0
659,659,0.0005276679200554967,0
660,660,0.0005414298051483489,0
661,661,0.0008552038882928835,0
662,662,0.0005556436363579507,0
663,663,0.0005410495920300096,0
664,664,0.0005405432570958824,0
665,665,0.00054194024102201,0
666,666,0.0008569466168698297,0
667,667,0.0005376109216102131,0
668,668,0.0005562279296593052,0
669,669,0.0005703932573283124,0
670,670,0.0007953486363658868,0
671,671,0.0005283247564770555,0
672,672,0.001811995676760986,0
673,673,0.0005951279408216903,0
674,674,0.0005639570512446833,0
675,675,0.0005389431363491757,0
676,676,0.0005519135211309019,0
677,677,0.0005685984804320693,0
678,678,0.0005852912381386322,0
679,679,0.000538959711895239,0
680,680,0.0008281471384076068,0
681,681,0.0005442287982227904,0
682,682,0.0005371235432024772,0
683,683,0.0005265551400768267,0
684,684,0.0005287379763817424,0
685,685,0.0009920297664951197,0
686,686,0.0005488052923945401,0
687,687,0.0006579461277054643,0
688,688,0.0005414256118394653,0
689,689,0.0007711524159566919,0
690,690,0.0027662658145034364,0
691,691,0.0005300610530344546,0
692,692,0.0006798022297162675,0
693,693,0.0006320493285485809,0
694,694,0.0005832610332558583,0
695,695,0.0005359517724330452,0
696,696,0.0005601520051673494,0
697,697,0.0005804699267249211,0
698,698,0.0006150295881391938,0
699,699,0.0005339217631239053,0
700,700,0.0005560521172073764,0
701,701,0.0005371704569658335,0
702,702,0.0006249093807181334,0
703,703,0.0005268456586673308,0
704,704,0.0011615867937066382,0
705,705,0.0006128132539713077,0
706,706,0.0006100450508633629,0
707,707,0.0051416756239800205,0
708,708,0.0005497952527332359,0
709,709,0.0005379158323779894,0
710,710,0.0005420183274870083,0
711,711,0.0005262310466276113,0
712,712,0.0005266623168832916,0
713,713,0.007257774693696862,0
714,714,0.0026587131642114054,0
715,715,0.0005263808359427187,0
716,716,0.0005340418832428172,0
717,717,0.8090634070605778,1
718,718,0.0005566943373738711,0
719,719,0.0005301384285332182,0
720,720,0.000534920522006802,0
721,721,0.0013227128277723127,0
722,722,0.0005482858456575291,0
723,723,0.0006595165644847198,0
724,724,0.8092133038519207,1
725,725,0.0006665581484854303,0
726,726,0.0005353199166013442,0
727,727,0.0005357010087096014,0
728,728,0.0005592924910969165,0
729,729,0.0016455226777530993,0
730,730,0.0005336202514006027,0
731,731,0.0005323237144854024,0
732,732,0.0005325690143441684,0
733,733,0.26713151623417736,0
734,734,0.0005512448943623409,0
735,735,0.0005363292461699553,0
736,736,0.0005315120524267537,0
737,737,0.0005585387582734327,0
738,738,0.0005310327713321056,0
739,739,0.0005559030677051954,0
740,740,0.0006431019087305583,0
741,741,0.0005414008815485139,0
742,742,0.000536590402925554,0
743,743,0.0005306545140269956,0
744,744,0.0005512833596560323,0
745,745,0.0007145440667848655,0
746,746,0.0022022067514727707,0
747,747,0.0005274047295705333,0
748,748,0.0005549312277716495,0
749,749,0.000530830936081303,0
750,750,0.0021164649162532558,0
751,751,0.0005338549308759979,0
752,752,0.0005331518958880319,0
753,753,0.0005404587473988543,0
754,754,0.000541668668736984,0
755,755,0.0006116345729589375,0
756,756,0.0005645675046261404,0
757,757,0.0005290966696904757,0
758,758,0.0005264877820447459,0
759,759,0.0005581220903752303,0
760,760,0.0005321938585447676,0
761,761,0.000527683883724969,0
762,762,0.0008072515792979345,0
763,763,0.0005538123291534517,0
764,764,0.003322270397323405,0
765,765,0.0005283975094962394,0
766,766,0.0005338943834778938,0
767,767,0.0005272637617088408,0
768,768,0.0005278302157051792,0
769,769,0.0005276711820963846,0
770,770,0.0005295928759277356,0
771,771,0.0005276788092085134,0
772,772,0.000810585794415923,0
773,773,0.0005889533948389103,0
774,774,0.0005265551400768267,0
775,775,0.0006230941551190352,0
776,776,0.0006121650257054596,0
777,777,0.0005267022026887085,0
778,778,0.0005277525995641657,0
779,779,0.0005277039946829556,0
780,780,0.0005387318843228478,0
781,781,0.0005279398312387036,0
782,782,0.0005276711820963846,0
783,783,0.0005429540513950722,0
784,784,0.0005266702237341389,0
785,785,0.0005284775927205475,0
786,786,0.0015322044904091986,0
787,787,0.0005277361814013388,0
788,788,0.000527793154990946,0
789,789,0.0006420611462548903,0
790,790,0.0005640844106002902,0
791,791,0.0005304666978042835,0
792,792,0.0006432509746165055,0
793,793,0.0008292231438546092,0
794,794,0.0008303808750091745,0
795,795,0.003283542637532118,0
796,796,0.0005339358543119104,0
797,797,0.0011469046517372954,0
798,798,0.0005656891142241616,0
799,799,0.0007371102442070082,0
800,800,0.0005363531350915306,0
801,801,0.00052854847666963,0
802,802,0.0005293474837290875,0
803,803,0.0005271108425067556,0
804,804,0.0005276582637798875,0
805,805,0.0005282236067816355,0
806,806,0.0005703941129416801,0
807,807,0.000615576169514913,0
808,808,0.0005312411330590972,0
809,809,0.0005275778813440094,0
810,810,0.000860908220715983,0
811,811,0.0005613127849570735,0
812,812,0.0005340043295929782,0
813,813,0.0005264067867545675,0
814,814,0.0005267527786054426,0
815,815,0.0005467821196795723,0
816,816,0.0005338143494863455,0
817,817,0.000527353632018109,0
818,818,0.0005284775927205475,0
819,819,0.0005301206490146052,0
820,820,0.0005274691740517459,0
821,821,0.0005264067867545675,0
822,822,0.0005284775927205475,0
823,823,0.0005280856642618853,0
824,824,0.0005274691740517459,0
825,825,0.0005274691740517459,0
826,826,0.0005300739944448908,0
827,827,0.0005274482625809582,0
828,828,0.0005264098846850303,0
829,829,0.0005274691740517459,0
830,830,0.0005395086673842402,0
831,831,0.0005445233526845742,0
832,832,0.0005273244883229301,0
833,833,0.0005267294371825872,0
834,834,0.0005308514537250807,0
835,835,0.0005265638293929894,0
836,836,0.0005287567305202348,0
837,837,0.0005284775927205475,0
838,838,0.0005335482522900279,0
839,839,0.0005284775927205475,0
840,840,0.00052680268519898,0
841,841,0.0005283868136134846,0
842,842,0.0005284775927205475,0
843,843,0.0005305674065410551,0
844,844,0.0005266129252143918,0
845,845,0.0005284775927205475,0
846,846,0.0005343395829305922,0
847,847,0.0005266129252143918,0
848,848,0.0005287350641892926,0
849,849,0.0005480547898134113,0
850,850,0.0005373250967472601,0
851,851,0.0005264098846850303,0
852,852,0.0005274956915261771,0
853,853,0.000529133785201057,0
854,854,0.000526823549304486,0
855,855,0.0005284775927205475,0
856,856,0.0006822958067951968,0
857,857,0.0005287567305202348,0
858,858,0.0005274691740517459,0
859,859,0.0005274691740517459,0
860,860,0.0005274902616024209,0
861,861,0.0005266129252143918,0
862,862,0.0005284775927205475,0
863,863,0.0005401542280251674,0
864,864,0.0005271249052119101,0
865,865,0.0005264067867545675,0
866,866,0.0005274691740517459,0
867,867,0.0005266651281833264,0
868,868,0.0005266129252143918,0
869,869,0.0005274691740517459,0
870,870,0.0005264067867545675,0
871,871,0.0005459167214121925,0
872,872,0.0005784785138373262,0
873,873,0.0008423584004331087,0
874,874,0.0005869029940123861,0
875,875,0.0005367355316697249,0
876,876,0.0005264680397606769,0
877,877,0.0005305364126506884,0
878,878,0.0005266648105590505,0
