Index,Pred,Class
275,3.765749201116521e-05,0
276,6.394652821740341e-05,0
277,3.209020891646836e-05,0
278,3.335128111718222e-05,0
279,6.188027508945193e-05,0
280,0.00012940126336823457,0
281,0.00019759954072433883,0
282,3.711267874557229e-05,0
283,4.643224737071527e-05,0
284,6.783311634067315e-05,0
285,6.591818960442048e-05,0
286,3.481953506831458e-05,0
287,5.922604974971638e-05,0
288,3.941458976315932e-05,0
289,0.00012855996486739823,0
290,9.431628274793972e-05,0
291,4.1471848370111375e-05,0
292,5.1901901418108475e-05,0
293,4.639240228026596e-05,0
294,0.00028144993209886377,0
295,4.489127585434719e-05,0
296,0.00010865515558842993,0
297,6.427601361620992e-05,0
298,6.759586899017178e-05,0
299,5.218532433943293e-05,0
300,4.6548440777117905e-05,0
301,2.685576767173893e-05,0
302,6.447318917641279e-05,0
303,6.47756629188864e-05,0
304,6.593497277615693e-05,0
305,5.2477207528270345e-05,0
306,5.138170319143321e-05,0
307,0.003384910944293684,0
308,5.1009366504368926e-05,0
309,5.105115305588358e-05,0
310,5.405785134943371e-05,0
311,8.021505702709086e-05,0
312,2.4165354555544595e-05,0
313,5.188635057369176e-05,0
314,0.00010252601324436628,0
315,2.691091592756712e-05,0
316,4.858643438573802e-05,0
317,6.464117051920895e-05,0
318,4.575579662706838e-05,0
319,0.00032315658776508856,0
320,1.1422794406643535e-05,0
321,9.173880762437083e-05,0
322,4.8227441758002694e-05,0
323,9.485685104038278e-05,0
324,4.0930997475214333e-05,0
325,7.213751457328791e-05,0
326,9.349573055235578e-05,0
327,9.136394932192535e-05,0
328,6.687181623635667e-05,0
329,2.8644027566079572e-05,0
330,9.250225049470772e-05,0
331,0.0002528981110415344,0
332,0.00035950340952295705,0
333,7.031402999906693e-05,0
334,3.0509229233582893e-05,0
335,0.0004659915018219348,0
336,5.214200586971169e-05,0
337,5.047420857985979e-05,0
338,3.100535605152562e-05,0
339,6.961143404574414e-05,0
340,0.0001685360376872054,0
341,0.00022307774453968795,0
342,8.733798953570738e-05,0
343,9.278595205683356e-05,0
344,8.137903172902137e-05,0
345,0.0001434656037576087,0
346,8.587869542367617e-05,0
347,0.00014216414465392552,0
348,0.00011621778077607758,0
349,9.5301607307013e-05,0
350,0.0001047718359642852,0
351,0.00010669700319298665,0
352,7.839060001878394e-05,0
353,0.00010763536945851749,0
354,4.198100465347301e-05,0
355,5.586278715809644e-05,0
356,3.681618985759023e-05,0
357,3.681618985759023e-05,0
358,3.681618985759023e-05,0
359,5.120611828786792e-05,0
360,3.681618985759023e-05,0
361,3.681618985759023e-05,0
362,3.681618985759023e-05,0
363,6.740244417352946e-05,0
364,0.0004142876561560911,0
365,0.0002119142165691512,0
366,9.651088645596908e-05,0
367,3.46021872508297e-05,0
368,4.401928400509752e-05,0
369,0.0003225150299644741,0
370,3.681618985759023e-05,0
371,3.681618985759023e-05,0
372,4.483117603714688e-05,0
373,3.681618985759023e-05,0
374,0.00013170568130697018,0
375,0.00021575056001012544,0
376,0.00010514114593630308,0
377,3.46021872508297e-05,0
378,6.13643277119068e-05,0
379,6.348893702477918e-05,0
380,4.164640761225941e-05,0
381,3.782630130071161e-05,0
382,7.937775158820589e-05,0
383,9.140360854351243e-05,0
384,1.0268677595093356e-05,0
385,4.134481362275768e-05,0
386,7.409620239470624e-05,0
387,5.089018980698023e-05,0
388,3.779725180561371e-05,0
389,4.3264702987187706e-05,0
390,8.353196656797488e-05,0
391,5.240889841713493e-05,0
392,0.0006565062476060827,0
393,7.095924354412249e-05,0
394,0.00021502328465798282,0
395,6.398360528537159e-05,0
396,0.0008985812412446726,0
397,0.00011467057181604323,0
398,3.3537329485742076e-05,0
399,3.990910144268016e-05,0
400,0.0002042792156470356,0
401,0.00013210516715629795,0
402,5.368210529487158e-05,0
403,0.0005966532022020902,0
404,8.873696795828675e-05,0
405,8.851857362569442e-05,0
406,9.369767826025836e-05,0
407,6.198236648721749e-05,0
408,8.198154273734203e-05,0
409,0.00022713082321417622,0
410,3.7980378577422665e-05,0
411,8.008177654449613e-05,0
412,1.342920797626928e-05,0
413,5.450775694170859e-05,0
414,2.859199237457013e-05,0
415,6.61792850452158e-05,0
416,3.72034419931215e-05,0
417,7.148077727610275e-05,0
418,8.372893881342843e-05,0
419,0.0012626656028103267,0
420,4.355312109018592e-05,0
421,0.0001640684279293041,0
422,3.526048478347593e-05,0
423,0.00011333570165822669,0
424,7.08503691805602e-05,0
425,3.577526971377196e-05,0
426,0.00013052026782605757,0
427,5.84031119660772e-05,0
428,4.363249952952744e-05,0
429,9.820788179869862e-05,0
430,8.007922162842524e-05,0
431,7.425887143552036e-05,0
432,2.1388620369783104e-05,0
433,4.914574627400119e-05,0
434,8.110520867709449e-05,0
435,7.859523892097114e-05,0
436,7.482535631414749e-05,0
437,0.00023873435987284408,0
438,0.00011504572629553521,0
439,0.00012539293572975163,0
440,5.1812348101862485e-05,0
441,0.00017185137465182954,0
442,2.1962456083957213e-05,0
443,2.635522190486057e-05,0
444,1.3400499108896875e-05,0
445,2.1975712880798987e-05,0
446,4.2822338691048546e-05,0
447,9.284344599899649e-05,0
448,6.202008588317753e-05,0
449,2.674237170830537e-05,0
450,4.694037306042943e-05,0
451,0.0001530333842802571,0
452,2.3456994209687962e-05,0
453,0.0001228201848143035,0
454,9.760703640896992e-05,0
455,6.959785127890951e-05,0
456,6.155755161665647e-05,0
457,2.1841769818788725e-05,0
458,0.0003421139819522609,0
459,2.159313099200392e-05,0
460,3.926503312451229e-05,0
461,9.554384079977284e-05,0
462,0.0001917058485824536,0
463,7.054622247764737e-05,0
464,3.0107809423054774e-05,0
465,2.530712229717085e-05,0
466,7.992626011268692e-05,0
467,2.1769012094384008e-05,0
468,2.185603239475436e-05,0
469,2.1665330160741313e-05,0
470,2.152512967608939e-05,0
471,7.33043916043859e-05,0
472,0.0001240498982002064,0
473,0.00012863135871280735,0
474,3.395382687970517e-05,0
475,0.00015017847021840037,0
476,0.0007341680290462872,0
477,0.00012276136479424872,0
478,5.490596071124648e-05,0
479,0.0003929125171965827,0
480,7.64014210513813e-05,0
481,3.489397482529001e-05,0
482,0.0005371489810640636,0
483,0.00016704482091816586,0
484,0.0013240539551152622,0
485,4.886223254609957e-05,0
486,5.223416939037772e-05,0
487,9.800828151064848e-05,0
488,0.0007442497885645253,0
489,0.0002529922089950456,0
490,6.80692494914113e-05,0
491,0.00023645056869352475,0
492,8.148913553433494e-05,0
493,0.00010615104004195828,0
494,0.0015504462579429526,0
495,7.447363434031816e-05,0
496,0.0004399822227745394,0
497,2.761337222238472e-05,0
498,4.464566225544634e-05,0
499,5.022234133706322e-05,0
500,0.00017709805026267457,0
501,0.00013354609367500011,0
502,6.360561501243304e-05,0
503,0.00014100708078157459,0
504,3.555015479597788e-05,0
505,2.161715963807488e-05,0
506,0.00012565291774406084,0
507,0.00036243621187594783,0
508,0.0001791465880224945,0
509,0.001129916096309378,0
510,0.0008178052420382582,0
511,6.167151017051099e-05,0
512,0.00012121673600955537,0
513,0.00022823217847964703,0
514,4.829287809313748e-05,0
515,4.340418287780985e-05,0
516,3.0639729675622336e-05,0
517,3.34318545372387e-05,0
518,0.005597526606782112,0
519,3.0520619000774736e-05,0
520,9.360394004422976e-05,0
521,2.7445579343588408e-05,0
522,6.213160626219648e-05,0
523,6.806488289813767e-05,0
524,4.655467942177532e-05,0
525,3.5547304556590745e-05,0
526,0.0001799170895460559,0
527,5.614595569664908e-05,0
528,4.871930625344596e-05,0
529,2.9059740259712104e-05,0
530,5.0921039889901e-05,0
531,5.543772151704786e-05,0
532,8.930835091766486e-05,0
533,1.7945982467373534e-05,0
534,0.00022011454434530585,0
535,9.374992666403637e-05,0
536,4.085431271167844e-05,0
537,2.528158727467739e-05,0
538,4.885465903492417e-05,0
539,3.174115001254902e-05,0
540,8.661129082008122e-05,0
541,4.641378426485539e-05,0
542,3.481182278663122e-05,0
543,7.010404790158018e-05,0
544,2.3943393077733443e-05,0
545,3.977656519612058e-05,0
546,9.396440238575312e-05,0
547,3.673682331129055e-05,0
548,0.0009486254902315708,0
549,9.489437178553072e-05,0
550,6.180084763249204e-05,0
551,0.00011850789474840878,0
552,4.87542952905992e-05,0
553,0.0001502088123048482,0
554,0.00017270651996187405,0
555,0.001129916096309378,0
556,8.264040471180759e-05,0
557,5.751258570976263e-05,0
558,2.561158540375485e-05,0
559,0.00011003928120330415,0
560,0.03986337086058984,0
561,6.641183795192195e-05,0
562,0.00013728284005799606,0
563,5.831974982867938e-05,0
564,6.373975051353833e-05,0
565,3.4042803637638956e-05,0
566,0.00010374815623563836,0
567,0.00036293549116065457,0
568,0.00018363067858394435,0
569,0.0001965217516121441,0
570,5.570160939806423e-05,0
571,2.076425943536465e-05,0
572,3.805134599101905e-05,0
573,1.2649307260094807e-05,0
574,0.0001284962199116623,0
575,0.0002739703613489428,0
576,0.00016723546213709886,0
577,0.0004177897900875907,0
578,0.00012696919286903286,0
579,8.70104268085763e-05,0
580,6.0293378696573646e-05,0
581,9.306977836316923e-05,0
582,0.00011568506181621155,0
583,2.7149903722526555e-05,0
584,6.731588751659768e-05,0
585,0.00013521970914500496,0
586,2.557297352998189e-05,0
587,0.0002552405264805368,0
588,5.9897892555247816e-05,0
589,0.0002133397317192167,0
590,0.001298328851454624,0
591,0.000192621440702786,0
592,0.00011451083982113181,0
593,0.0002364857337504371,0
594,1.5800637561131027e-05,0
595,8.139827447624163e-05,0
596,2.746979830720113e-05,0
597,2.7966650134702197e-05,0
598,0.0004010984905413726,0
599,1.2619736887309544e-05,0
600,0.00011362354016933689,0
601,8.713373185500113e-05,0
602,0.0007472688635453352,0
603,3.921088591543327e-05,0
604,6.016018552465415e-05,0
605,0.00010160639570519186,0
606,8.804234738748036e-05,0
607,5.756935978257762e-05,0
608,7.640727452257598e-05,0
609,0.0002925986015227628,0
610,6.01721414807109e-05,0
611,3.179466535216801e-05,0
612,0.00024270627655963457,0
613,0.00021168853150090164,0
614,1.9651358541167386e-05,0
615,4.3130672476111386e-05,0
616,0.0004859746438076064,0
617,0.00023615569532522027,0
618,3.849067410143514e-05,0
619,0.0005204113683238728,0
620,0.0009287468962953334,0
621,0.0003549991642070995,0
622,0.0007944444473624048,0
623,6.068198220834425e-05,0
624,4.0481557817620146e-05,0
625,3.3820247893776515e-05,0
626,0.00019621655718795483,0
627,3.874895203147352e-05,0
628,7.149513514634276e-05,0
629,6.834713809447631e-05,0
630,6.46541873299323e-05,0
631,0.00010651076903839908,0
632,0.00012551296414757543,0
633,3.2346493027455076e-05,0
634,4.3437936791903264e-05,0
635,0.002936611679060556,0
636,0.00016269618548397788,0
637,0.0007501493238718286,0
638,0.00010617476031860524,0
639,2.4178153045814802e-05,0
640,9.1208339854408e-05,0
641,0.0002155349842501146,0
642,5.923757077040227e-05,0
643,5.16153865842052e-05,0
644,0.00011092089291105659,0
645,0.000128449942182554,0
646,2.0202086707011363e-05,0
647,0.0003999683302831435,0
648,4.5494123299900436e-05,0
649,6.796243144435303e-05,0
650,4.837056001079152e-05,0
651,9.940479751026675e-05,0
652,7.015043736960916e-05,0
653,0.000135185324473742,0
654,0.000130747418848271,0
655,2.9328375989626177e-05,0
656,4.540259964809982e-05,0
657,0.000328807716743063,0
658,6.167323486183882e-05,0
659,4.366331961883546e-05,0
660,1.4666767041683887e-05,0
661,0.00011955469315203797,0
662,0.00030033338684216584,0
663,7.222595252159665e-05,0
664,4.7508529494625154e-05,0
665,7.705355396708017e-05,0
666,0.00013105947500820477,0
667,1.736848246762347e-05,0
668,3.5363912373583287e-05,0
669,0.0003476084572518778,0
670,0.0005087416534135951,0
671,2.609213898027777e-05,0
672,0.0003544331837665176,0
673,0.0005726307235893223,0
674,9.69803273217544e-05,0
675,0.00013585735119417161,0
676,8.236849689634958e-05,0
677,0.00012979123881474319,0
678,2.473755828769917e-05,0
679,0.00013128867406958408,0
680,0.00030145370004366505,0
681,0.00010763884759506093,0
682,6.39112808537515e-05,0
683,5.297867932630249e-05,0
684,2.9137883681806128e-05,0
685,0.0006994090412891298,0
686,0.0001012494284379455,0
687,0.00010080634592913211,0
688,9.651654008486563e-05,0
689,0.00011527317022995342,0
690,0.0022008695197128967,0
691,2.739280724992987e-05,0
692,0.0005266361929570938,0
693,9.948205662326031e-05,0
694,0.00022554049587560527,0
695,3.998079231009227e-05,0
696,0.00011872569420601345,0
697,9.960333861144921e-05,0
698,0.00010462062946629576,0
699,6.0108185744485644e-05,0
700,3.6490104878819284e-05,0
701,8.310604263217366e-05,0
702,0.0005586223731624664,0
703,3.4608065891162865e-05,0
704,0.0003006233989255892,0
705,6.363083990501756e-05,0
706,0.00047373175525393293,0
707,0.002682918104368745,0
708,0.00024413760998329468,0
709,5.190774320594197e-05,0
710,5.284066843945813e-05,0
711,6.740642619851743e-05,0
712,2.4722075766391033e-05,0
713,0.006041344005060223,0
714,0.0007721610966065636,0
715,2.4925723100620318e-05,0
716,6.742066856421326e-05,0
717,0.9951071659140872,1
718,0.00017042518580726403,0
719,2.0379574465867568e-05,0
720,2.9973085715275605e-05,0
721,0.0004226980820233232,0
722,0.00013729587870658808,0
723,0.0002865552118031248,0
724,0.9693217290040924,1
725,0.00012307536596565573,0
726,0.00010075918356616058,0
727,3.720064632975594e-05,0
728,8.280262468975852e-05,0
729,0.0006645086129615193,0
730,0.000193565312059976,0
731,1.881354228612861e-05,0
732,0.00011278361165736744,0
733,0.7962142054186732,1
734,4.414697988349126e-05,0
735,4.007459304896903e-05,0
736,2.7937816812928466e-05,0
737,9.983686294011144e-05,0
738,2.2806474383713502e-05,0
739,5.547465588046841e-05,0
740,6.322953987756803e-05,0
741,4.311801284189156e-05,0
742,9.651782990071936e-05,0
743,4.2893361661463016e-05,0
744,5.3837198837811545e-05,0
745,0.00011842809075625808,0
746,0.0029205781213309115,0
747,3.0771067865638735e-05,0
748,3.098231351220464e-05,0
749,5.9525664289471605e-05,0
750,0.0001232461270123661,0
751,3.589638063916931e-05,0
752,2.1054861394144448e-05,0
753,0.00015329200610029146,0
754,0.00025325723100448654,0
755,0.0002499041122052692,0
756,5.20640958223524e-05,0
757,3.358923168251561e-05,0
758,5.3087052933309274e-05,0
759,6.572136237746127e-05,0
760,0.00011383117440153301,0
761,3.2313462676554086e-05,0
762,0.0002484873209684836,0
763,6.752855266626827e-05,0
764,0.005453982864919453,0
765,3.6515013095165386e-05,0
766,5.671013091474457e-05,0
767,8.814954862733373e-05,0
768,4.0431205777544675e-05,0
769,2.575619339237623e-05,0
770,4.916873205778603e-05,0
771,8.79658721957111e-05,0
772,0.00011568567819449397,0
773,0.0001248632910363999,0
774,3.0008402291272754e-05,0
775,0.00032807897000061833,0
776,5.464472757627021e-05,0
777,2.1001767699512062e-05,0
778,5.723866234177051e-05,0
779,3.588722045862498e-05,0
780,3.739543356557824e-05,0
781,0.00013330550653726554,0
782,2.527163156732705e-05,0
783,3.8128091063905736e-05,0
784,1.8253788552451726e-05,0
785,7.936177977947682e-05,0
786,0.0008756894423235246,0
787,4.1488988875562436e-05,0
788,3.944372066397525e-05,0
789,0.0011639501612206015,0
790,0.0001097970501435438,0
791,3.4746703520680326e-05,0
792,8.491100156919997e-05,0
793,0.0008565069621788626,0
794,0.0003599964645039891,0
795,0.0004639833075607061,0
796,0.00014240752113261408,0
797,0.0004190405640485317,0
798,5.828568614164678e-05,0
799,0.0003141813374884098,0
800,2.362479652417137e-05,0
801,4.8769307447311764e-05,0
802,2.6795026427587688e-05,0
803,2.0719867356389263e-05,0
804,2.6160567052971605e-05,0
805,5.956278853900355e-05,0
806,8.635680914228682e-05,0
807,0.0005961167801765944,0
808,2.993505203646551e-05,0
809,4.646843780169452e-05,0
810,0.0005042152822754099,0
811,0.00012708348281163714,0
812,8.017874394659078e-05,0
813,1.862679797121141e-05,0
814,4.7281184694913846e-05,0
815,6.014554371013062e-05,0
816,2.5917180562765145e-05,0
817,6.54927014889813e-05,0
818,4.4891436982308365e-05,0
819,5.0659578731040274e-05,0
820,4.462089615437403e-05,0
821,1.904925475734396e-05,0
822,2.7632857887740727e-05,0
823,9.315641436711438e-05,0
824,5.488362764746311e-05,0
825,3.0350638130681105e-05,0
826,5.592732046925078e-05,0
827,8.337532082904087e-05,0
828,3.119021986510801e-05,0
829,4.490182776609076e-05,0
830,1.886599596998116e-05,0
831,0.00011442351309935327,0
832,4.4452610205052774e-05,0
833,3.0655664983032856e-05,0
834,6.17866229843354e-05,0
835,5.450730097646252e-05,0
836,9.472581601631702e-05,0
837,3.856998661470202e-05,0
838,5.710287518201073e-05,0
839,4.653186145080631e-05,0
840,9.096114625860072e-05,0
841,5.93071472834248e-05,0
842,2.5997556445244633e-05,0
843,7.76969175260388e-05,0
844,2.435099403862771e-05,0
845,2.5953057096383648e-05,0
846,6.566406686848395e-05,0
847,2.5808510881212806e-05,0
848,7.019475763496221e-05,0
849,1.8430453535878627e-05,0
850,5.6843086094082456e-05,0
851,3.1338583121820264e-05,0
852,4.075086613401685e-05,0
853,5.170622029706355e-05,0
854,3.173985944950996e-05,0
855,4.531268918989166e-05,0
856,0.0004848225219331176,0
857,6.855867294063906e-05,0
858,2.6892776366497298e-05,0
859,2.6818251737240523e-05,0
860,7.733961797572516e-05,0
861,2.403491844088209e-05,0
862,4.8429763610016914e-05,0
863,2.3364456201223945e-05,0
864,8.536833749444171e-05,0
865,2.0045702618708968e-05,0
866,2.776907343509041e-05,0
867,2.64728492870937e-05,0
868,2.5267657793344283e-05,0
869,2.80108483169993e-05,0
870,1.9402822770107587e-05,0
871,6.870574209915353e-05,0
872,0.00016683590889596562,0
873,0.0003666972829747045,0
874,9.486863962243011e-05,0
875,5.475857922075473e-05,0
876,3.3095286119321975e-05,0
877,3.4370134402360394e-05,0
878,5.2802442782728336e-05,0
879,0.00014589742111417202,0
880,0.0004068079299274677,0
881,0.00029132008109324987,0
882,0.00016456231963160074,0
883,0.0011395807387766302,0
884,0.0007654549087057306,0
885,0.0007057252888907742,0
886,0.00029760301291229256,0
887,0.0004947810833650842,0
888,3.814047111258341e-05,0
889,0.0002021774490374468,0
890,1.8082321444366033e-05,0
891,5.652927823528507e-05,0
892,6.697366750913106e-05,0
893,0.0005630761454879585,0
894,0.0034428673312046783,0
895,6.655690357233199e-05,0
896,0.00015270951996940502,0
897,0.00010087769009058532,0
898,6.102219265657105e-05,0
899,2.872896937332431e-05,0
900,2.841380966396193e-05,0
901,5.1259230745416716e-05,0
902,5.881850040286366e-05,0
903,7.28244098551882e-05,0
904,0.00013510279929821568,0
905,2.9499164873437927e-05,0
906,0.0025358029429817268,0
907,0.00017697687522191046,0
908,0.000493003700005493,0
909,9.385306510305288e-05,0
910,0.0010370373439345137,0
911,0.00013556691263305306,0
912,0.00014790466551592432,0
913,5.07104551680581e-05,0
914,2.386081136324303e-05,0
915,0.00023369805967383815,0
916,5.784064602682014e-05,0
917,4.6799195746519813e-05,0
918,5.5879199931913925e-05,0
919,4.321644228427671e-05,0
920,7.159277308874695e-05,0
921,9.950724887945816e-05,0
922,0.00025638188177748086,0
923,0.0004954018374578086,0
924,5.778468861848358e-05,0
925,0.0001199385981515064,0
926,8.072434804128718e-05,0
927,5.144703506858638e-05,0
928,6.0766849618294034e-05,0
929,3.635762614749501e-05,0
930,4.041961953981903e-05,0
931,8.801630171880965e-05,0
932,4.390680456404086e-05,0
933,0.00013158280461186389,0
934,0.0002846621267780198,0
935,4.011111361691963e-05,0
936,7.557602179501879e-05,0
937,0.0012369601578380988,0
938,5.215032177613519e-05,0
939,5.277776643168177e-05,0
940,6.039539810596078e-05,0
